ID,date,zipcode,lat,long,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,price
1147,20140923T000000,98011,47.7721,-122.206,4.0,1.75,1650.0,7276.0,1.0,0.0,0.0,3.0,7.0,,640.0,1977.0,0.0,1840.0,8550.0,260000.0
1043,20150401T000000,98107,47.6715,-122.392,2.0,2.25,1200.0,1137.0,3.0,0.0,0.0,,,1200.0,0.0,2007.0,0.0,1280.0,1295.0,445000.0
643,20150403T000000,98126,47.5333,-122.381,,,1610.0,,1.0,0.0,0.0,4.0,7.0,1230.0,380.0,1941.0,0.0,1180.0,6120.0,495000.0
321,20150320T000000,98040,47.5651,-122.221,4.0,2.25,2160.0,9525.0,1.0,0.0,0.0,3.0,8.0,1080.0,1080.0,1961.0,0.0,2780.0,9525.0,750000.0
167,20140826T000000,98177,47.7013,-122.368,3.0,1.0,1470.0,7930.0,1.0,0.0,0.0,,7.0,1070.0,,1950.0,,1440.0,8100.0,399950.0
163,20140718T000000,98023,47.3075,-122.359,,2.75,,,2.0,0.0,0.0,4.0,,2140.0,0.0,1990.0,0.0,1960.0,7002.0,304400.0
587,20141008T000000,98103,47.6982,-122.349,3.0,2.5,1420.0,1162.0,3.0,,0.0,3.0,8.0,1420.0,0.0,2002.0,0.0,1430.0,1560.0,349950.0
453,20141231T000000,98072,47.7628,-122.123,4.0,2.5,2280.0,,2.0,0.0,0.0,3.0,8.0,2280.0,0.0,1996.0,0.0,2350.0,35020.0,575000.0
800,20150429T000000,98072,47.7625,-122.025,4.0,2.5,3450.0,43216.0,2.0,0.0,,3.0,9.0,,0.0,2000.0,0.0,3030.0,50481.0,840000.0
1399,20141120T000000,98055,47.4336,-122.195,2.0,,1280.0,1566.0,,0.0,0.0,3.0,7.0,1280.0,0.0,,0.0,1460.0,1845.0,206000.0
1146,20141022T000000,98011,47.7663,-122.201,3.0,,1890.0,16001.0,1.5,0.0,0.0,4.0,7.0,1890.0,0.0,1950.0,0.0,1820.0,,398000.0
1012,20141202T000000,98117,47.6827,-122.376,,2.5,2720.0,5000.0,1.5,,0.0,4.0,7.0,1530.0,,1939.0,0.0,1210.0,5000.0,580000.0
116,20150427T000000,98075,47.5859,-121.968,4.0,3.5,4570.0,,2.0,0.0,,3.0,11.0,4570.0,0.0,2002.0,0.0,4700.0,16500.0,1098000.0
486,20140515T000000,98003,47.3487,-122.315,4.0,,2070.0,7800.0,,,0.0,3.0,8.0,2070.0,,1989.0,0.0,1950.0,7815.0,255000.0
649,20140711T000000,98074,47.6181,-122.056,4.0,2.75,3520.0,5500.0,2.0,0.0,0.0,3.0,,3520.0,,2014.0,0.0,3340.0,5500.0,859990.0
868,20141117T000000,98155,47.7407,-122.327,3.0,1.75,1140.0,8263.0,1.0,0.0,0.0,5.0,7.0,,0.0,1950.0,0.0,1140.0,6770.0,310000.0
382,20140731T000000,98053,47.6379,-121.966,3.0,2.0,1680.0,,1.0,0.0,,,6.0,940.0,740.0,1996.0,0.0,1550.0,11625.0,381000.0
974,20140527T000000,98115,47.6774,-122.284,2.0,,1040.0,5527.0,1.0,0.0,,3.0,7.0,1040.0,0.0,1951.0,0.0,,7020.0,535000.0
1517,20140930T000000,98146,47.4991,-122.345,4.0,,,9112.0,,0.0,0.0,3.0,,970.0,520.0,,0.0,1650.0,8411.0,271000.0
120,20141030T000000,98075,47.582,-121.971,4.0,2.5,3210.0,8938.0,2.0,,0.0,3.0,10.0,3210.0,0.0,2005.0,0.0,3740.0,8108.0,750000.0
1151,20140611T000000,98117,47.7003,-122.362,2.0,1.0,720.0,6686.0,,,0.0,3.0,6.0,720.0,0.0,1942.0,0.0,,,333000.0
525,20140902T000000,98019,47.7382,-121.975,,2.5,2830.0,9972.0,2.0,0.0,0.0,3.0,9.0,2830.0,0.0,2006.0,,,9159.0,539000.0
69,20140924T000000,98168,47.4702,-122.275,5.0,4.5,,9784.0,,0.0,0.0,3.0,10.0,4440.0,0.0,2012.0,0.0,2720.0,10080.0,600000.0
883,20140827T000000,98056,47.4927,-122.169,3.0,1.0,,5700.0,1.5,0.0,,5.0,,1240.0,0.0,1953.0,0.0,,5700.0,238000.0
162,20140610T000000,98023,47.3063,-122.359,,,,6206.0,,0.0,0.0,3.0,7.0,1940.0,0.0,1990.0,0.0,2060.0,7092.0,278500.0
154,20141203T000000,98023,47.3113,-122.358,3.0,2.25,1460.0,5818.0,1.0,0.0,0.0,3.0,7.0,1140.0,320.0,,0.0,1490.0,6031.0,240000.0
1224,20140502T000000,98023,47.3256,-122.378,3.0,2.5,3240.0,33151.0,2.0,,2.0,3.0,,3240.0,0.0,,0.0,,24967.0,604000.0
997,20150121T000000,98107,47.6744,-122.369,,1.0,980.0,5000.0,1.0,0.0,0.0,3.0,,980.0,0.0,1904.0,0.0,1270.0,4500.0,452000.0
742,20150508T000000,98038,47.4199,-122.034,3.0,2.0,2570.0,233481.0,1.5,0.0,0.0,4.0,8.0,2570.0,,1986.0,0.0,2280.0,157687.0,435000.0
411,20150407T000000,98146,47.5123,-122.39,3.0,,3250.0,5093.0,2.0,,3.0,3.0,10.0,3250.0,0.0,2004.0,,2820.0,7752.0,1050000.0
635,20140516T000000,98027,47.5342,-122.067,3.0,2.25,,1377.0,2.0,0.0,0.0,3.0,7.0,1290.0,120.0,2005.0,0.0,1445.0,,377500.0
674,20140723T000000,98034,47.7072,-122.232,,2.5,2460.0,,2.0,0.0,0.0,3.0,9.0,2460.0,0.0,2003.0,0.0,2460.0,4964.0,653750.0
671,20141104T000000,98059,47.4959,-122.15,4.0,,2400.0,6811.0,2.0,0.0,,3.0,8.0,2400.0,0.0,2007.0,0.0,2710.0,5314.0,456500.0
275,20141120T000000,98168,47.5131,-122.313,4.0,1.75,1990.0,,2.0,,0.0,4.0,7.0,1870.0,120.0,1929.0,0.0,1710.0,12400.0,290000.0
1162,20150112T000000,98038,47.3541,-122.024,4.0,2.5,,4720.0,,0.0,0.0,3.0,,2220.0,0.0,,0.0,2090.0,4717.0,332500.0
1516,20150505T000000,98146,47.4952,-122.34,3.0,1.0,1130.0,12212.0,1.0,0.0,,3.0,6.0,1130.0,0.0,1942.0,0.0,1190.0,9240.0,126500.0
1065,20140714T000000,98103,47.662,-122.329,4.0,,2190.0,4560.0,2.5,,0.0,5.0,8.0,2190.0,0.0,1910.0,0.0,2190.0,4560.0,980000.0
108,20150324T000000,98075,47.587,-121.966,4.0,5.0,4630.0,,2.0,0.0,3.0,3.0,11.0,4630.0,0.0,2005.0,0.0,4630.0,17584.0,1425000.0
1280,20140717T000000,98178,47.5033,-122.225,4.0,,3190.0,11774.0,2.0,1.0,4.0,3.0,8.0,2610.0,580.0,1956.0,1991.0,2240.0,,1100000.0
1217,20140908T000000,98199,47.6521,-122.398,2.0,1.5,1990.0,6000.0,1.0,0.0,0.0,3.0,6.0,1430.0,560.0,1944.0,0.0,1350.0,,580000.0
95,20141120T000000,98146,47.4864,-122.337,3.0,1.75,1100.0,9452.0,1.0,0.0,0.0,3.0,6.0,1100.0,0.0,1942.0,0.0,1350.0,9452.0,190000.0
394,20150226T000000,98168,47.473,-122.3,3.0,2.5,2740.0,7980.0,2.0,,0.0,4.0,7.0,2740.0,0.0,,,1470.0,8611.0,259000.0
565,20140609T000000,98008,47.6294,-122.116,4.0,,2240.0,9886.0,1.5,0.0,0.0,4.0,7.0,2240.0,0.0,1965.0,,1540.0,8040.0,500000.0
873,20140611T000000,98133,47.7467,-122.339,4.0,2.5,2090.0,9702.0,1.0,0.0,0.0,5.0,,1320.0,770.0,1965.0,0.0,1850.0,7200.0,465000.0
15,20141218T000000,98122,47.6025,-122.313,5.0,1.0,3020.0,4800.0,2.0,0.0,0.0,3.0,7.0,3020.0,0.0,1901.0,0.0,1350.0,,630000.0
1332,20140812T000000,98008,47.5861,-122.112,4.0,2.75,2400.0,,1.0,0.0,,4.0,8.0,1760.0,640.0,1958.0,0.0,2400.0,10400.0,839000.0
1439,20141202T000000,98008,47.6261,-122.125,6.0,2.75,3610.0,10003.0,1.5,0.0,0.0,4.0,8.0,3610.0,0.0,1966.0,,,10004.0,650000.0
1560,20140527T000000,98031,47.4042,-122.194,3.0,2.5,1440.0,,1.0,0.0,0.0,4.0,7.0,1000.0,440.0,1983.0,,1680.0,7316.0,265000.0
1402,20150331T000000,98040,47.5833,-122.219,,1.5,,8558.0,2.0,0.0,0.0,3.0,8.0,2230.0,0.0,1960.0,0.0,2200.0,8558.0,685000.0
258,20140619T000000,98028,47.7627,-122.245,4.0,,2150.0,20181.0,1.0,0.0,0.0,3.0,7.0,1090.0,1060.0,1963.0,0.0,2150.0,10480.0,380000.0
45,20141008T000000,98052,47.6913,-122.115,4.0,2.25,2470.0,7800.0,1.0,0.0,0.0,3.0,,1470.0,1000.0,1975.0,,2050.0,8050.0,515000.0
451,20150123T000000,98072,47.7701,-122.138,3.0,1.75,2110.0,56192.0,1.0,0.0,0.0,3.0,7.0,1480.0,630.0,1978.0,0.0,2570.0,46609.0,615000.0
1380,20141104T000000,98006,47.5683,-122.177,,1.75,1920.0,9500.0,1.0,0.0,0.0,4.0,7.0,1470.0,,1966.0,0.0,1820.0,10091.0,481000.0
99,20140930T000000,98055,47.4518,-122.199,3.0,0.75,1040.0,42180.0,1.0,0.0,0.0,2.0,,1040.0,,1947.0,0.0,1270.0,24090.0,170000.0
1559,20141113T000000,98031,47.4105,-122.194,3.0,1.5,1120.0,11430.0,1.0,0.0,0.0,4.0,7.0,1120.0,0.0,1963.0,0.0,,8760.0,227950.0
312,20141024T000000,98178,47.4928,-122.274,3.0,1.75,1420.0,3000.0,1.0,0.0,0.0,3.0,5.0,710.0,710.0,1931.0,2014.0,1960.0,5000.0,230000.0
1483,20141028T000000,98118,47.5354,-122.278,2.0,2.0,870.0,6450.0,1.0,0.0,0.0,4.0,6.0,740.0,,1954.0,,1640.0,5775.0,235000.0
117,20141007T000000,98075,47.5863,-121.967,5.0,3.5,5050.0,,,,,3.0,11.0,5050.0,0.0,2001.0,0.0,4570.0,16500.0,1025000.0
228,20150428T000000,98146,47.5063,-122.369,3.0,1.0,1300.0,7200.0,,0.0,0.0,4.0,7.0,1300.0,0.0,1952.0,0.0,1740.0,,309000.0
911,20150223T000000,98056,47.5057,-122.172,3.0,2.0,1190.0,6445.0,1.0,0.0,0.0,3.0,7.0,1190.0,0.0,1996.0,0.0,,8195.0,322500.0
586,20150227T000000,98103,47.698,-122.349,3.0,2.5,1460.0,1319.0,3.0,0.0,0.0,3.0,8.0,1460.0,,2002.0,0.0,1430.0,1530.0,400000.0
564,20150220T000000,98008,47.6297,-122.117,,2.5,2280.0,9491.0,1.0,,,4.0,7.0,1290.0,990.0,1966.0,0.0,1560.0,8050.0,575000.0
424,20150401T000000,98075,47.5936,-122.012,3.0,,,54450.0,1.0,0.0,0.0,3.0,8.0,1570.0,,1980.0,0.0,2460.0,36677.0,650000.0
379,20141223T000000,98053,47.638,-121.968,4.0,2.0,1980.0,15354.0,1.0,0.0,0.0,3.0,7.0,1980.0,0.0,1977.0,0.0,1420.0,,395000.0
1259,20140721T000000,98042,47.3423,-122.088,4.0,1.5,1200.0,,1.0,0.0,0.0,5.0,7.0,1200.0,0.0,1972.0,0.0,1250.0,10139.0,226000.0
540,20141021T000000,98168,47.4939,-122.3,4.0,1.0,1130.0,13927.0,1.5,0.0,0.0,3.0,6.0,,0.0,1929.0,0.0,1800.0,8274.0,182200.0
1363,20150508T000000,98074,47.6123,-122.007,4.0,3.0,2800.0,9127.0,,,0.0,,9.0,2800.0,,1999.0,0.0,2780.0,8165.0,770000.0
1325,20140904T000000,98011,47.7663,-122.215,4.0,2.25,2330.0,19436.0,2.0,0.0,0.0,3.0,8.0,,0.0,1987.0,0.0,1910.0,10055.0,527000.0
1587,20140525T000000,98022,47.2016,-122.006,3.0,1.75,1570.0,8459.0,1.0,0.0,0.0,3.0,7.0,1570.0,0.0,1991.0,0.0,1650.0,,195000.0
1240,20150126T000000,98166,47.4147,-122.337,3.0,,1900.0,14400.0,,0.0,0.0,,7.0,1300.0,600.0,1954.0,0.0,1940.0,,315000.0
951,20150410T000000,98053,47.6854,-122.048,3.0,2.5,3100.0,45738.0,2.0,0.0,0.0,3.0,10.0,3100.0,,1991.0,0.0,3340.0,,894400.0
84,20141203T000000,98116,47.5787,-122.402,3.0,1.5,2180.0,5000.0,1.0,0.0,3.0,4.0,8.0,1090.0,,1941.0,0.0,2070.0,5000.0,720000.0
1088,20140714T000000,98122,47.6103,-122.3,3.0,2.5,1640.0,,,0.0,0.0,,,1640.0,0.0,1998.0,0.0,1440.0,,602000.0
970,20140705T000000,98115,47.6811,-122.283,4.0,,,,,0.0,0.0,3.0,7.0,1750.0,1380.0,1953.0,0.0,,5700.0,671000.0
939,20141008T000000,98056,47.4959,-122.172,2.0,1.0,800.0,5600.0,,0.0,0.0,5.0,6.0,800.0,0.0,1955.0,,1100.0,6000.0,189900.0
30,20141015T000000,98052,47.6989,-122.111,4.0,2.5,3020.0,13122.0,,,0.0,3.0,,2540.0,480.0,1997.0,0.0,,10873.0,750000.0
1133,20150402T000000,98075,47.59,-122.058,3.0,1.5,,78408.0,1.0,,0.0,4.0,,1460.0,0.0,1963.0,0.0,3320.0,7787.0,700000.0
1054,20140606T000000,98117,47.6792,-122.404,,2.25,,16940.0,1.5,0.0,4.0,4.0,9.0,1930.0,530.0,,,2260.0,6851.0,1370000.0
606,20140829T000000,98144,47.5881,-122.299,3.0,1.0,1200.0,4000.0,1.5,0.0,0.0,,,,0.0,1923.0,0.0,1390.0,4000.0,438000.0
334,20140821T000000,98045,47.4755,-121.758,3.0,1.5,,20383.0,1.0,0.0,0.0,,7.0,,300.0,1985.0,,1200.0,15625.0,319900.0
502,20150129T000000,98146,47.5122,-122.385,6.0,3.75,2940.0,5054.0,2.0,0.0,0.0,3.0,7.0,2940.0,0.0,1942.0,2003.0,,5320.0,480000.0
603,20150422T000000,98199,47.6397,-122.388,4.0,1.75,2320.0,5595.0,1.0,0.0,0.0,3.0,7.0,,810.0,1956.0,0.0,1840.0,5596.0,775000.0
289,20150305T000000,98116,47.5732,-122.411,4.0,3.5,3070.0,4440.0,,0.0,0.0,,9.0,2030.0,1040.0,1922.0,2007.0,,4800.0,900000.0
1378,20150325T000000,98003,47.3311,-122.326,3.0,1.0,1660.0,11060.0,1.0,0.0,0.0,4.0,7.0,1110.0,,1962.0,0.0,1890.0,11060.0,247500.0
559,20150414T000000,98008,47.6342,-122.12,3.0,1.0,,,1.0,0.0,0.0,3.0,,1250.0,0.0,1964.0,0.0,1430.0,7400.0,485000.0
185,20141203T000000,98028,47.776,-122.246,,2.5,2800.0,21370.0,2.0,0.0,0.0,3.0,8.0,2800.0,0.0,2003.0,,1880.0,,515000.0
1534,20150320T000000,98133,47.7489,-122.35,3.0,2.0,1750.0,9000.0,1.5,,0.0,4.0,5.0,,0.0,1936.0,0.0,1830.0,8100.0,325000.0
1294,20150225T000000,98077,47.7222,-122.056,4.0,2.0,3390.0,16025.0,2.0,0.0,0.0,4.0,10.0,3390.0,0.0,1987.0,0.0,3950.0,15277.0,835000.0
245,20140722T000000,98052,47.6796,-122.104,6.0,4.5,,7480.0,2.0,0.0,0.0,3.0,8.0,3300.0,0.0,1980.0,0.0,2470.0,7561.0,510000.0
815,20140925T000000,98052,47.6827,-122.097,3.0,2.5,1360.0,3718.0,,0.0,0.0,3.0,7.0,,0.0,1987.0,0.0,1090.0,3718.0,369950.0
1121,20140825T000000,98004,47.5975,-122.196,3.0,1.75,,18730.0,,0.0,0.0,,7.0,1640.0,0.0,1946.0,0.0,,12154.0,775000.0
749,20140530T000000,98118,47.5158,-122.281,3.0,,2180.0,10230.0,1.0,0.0,0.0,4.0,7.0,,1090.0,1961.0,0.0,2130.0,7200.0,325000.0
212,20150324T000000,98042,47.3414,-122.117,3.0,2.75,2500.0,35245.0,,0.0,0.0,3.0,7.0,1580.0,920.0,2000.0,0.0,2060.0,153766.0,397900.0
366,20140528T000000,98053,47.6441,-121.96,3.0,,,22320.0,1.0,0.0,0.0,3.0,7.0,,570.0,1977.0,0.0,2030.0,22320.0,420000.0
847,20150225T000000,98178,47.5066,-122.259,3.0,2.75,,,,0.0,0.0,3.0,8.0,1260.0,740.0,1964.0,0.0,,6510.0,286300.0
1283,20141209T000000,98075,47.5968,-122.083,4.0,4.0,4130.0,5575.0,2.0,,4.0,4.0,,2860.0,1270.0,1993.0,0.0,2980.0,5575.0,2750000.0
819,20141017T000000,98052,47.6831,-122.096,3.0,2.5,1360.0,3188.0,2.0,0.0,0.0,3.0,7.0,1360.0,0.0,1986.0,0.0,,3188.0,419500.0
1337,20141022T000000,98004,47.5862,-122.198,,3.25,3070.0,10375.0,2.0,0.0,,3.0,10.0,2180.0,890.0,1962.0,2005.0,,11194.0,1495000.0
629,20150218T000000,98027,47.5347,-122.071,2.0,2.5,1090.0,923.0,2.0,0.0,0.0,3.0,,1090.0,0.0,,0.0,1410.0,,310000.0
1445,20141119T000000,98004,47.6339,-122.192,,,2130.0,20423.0,1.0,0.0,0.0,,9.0,,,1953.0,0.0,2370.0,20875.0,667500.0
1429,20150410T000000,98008,47.6342,-122.117,4.0,,1890.0,7210.0,1.0,0.0,0.0,3.0,8.0,1890.0,0.0,1967.0,0.0,1920.0,7210.0,545000.0
356,20140701T000000,98011,47.738,-122.221,,,2590.0,8483.0,2.0,0.0,0.0,3.0,9.0,2590.0,0.0,1991.0,0.0,2660.0,8717.0,570000.0
1526,20140807T000000,98045,47.4848,-121.698,,2.5,2075.0,16200.0,2.0,0.0,0.0,3.0,8.0,2075.0,,2002.0,0.0,2300.0,,433200.0
554,20140827T000000,98008,47.6326,-122.119,3.0,,1220.0,7771.0,1.0,,0.0,3.0,7.0,1220.0,0.0,1963.0,0.0,1420.0,7674.0,405000.0
1127,20150219T000000,98004,47.5983,-122.2,,,2100.0,4097.0,2.0,,0.0,3.0,9.0,2100.0,0.0,2008.0,0.0,,4764.0,990400.0
1435,20140711T000000,98008,47.6381,-122.116,4.0,2.25,,8436.0,2.0,,,3.0,8.0,3220.0,0.0,1968.0,0.0,2500.0,7632.0,800000.0
1170,20140716T000000,98117,47.6889,-122.38,,1.5,1380.0,3031.0,1.5,0.0,0.0,4.0,,,,1929.0,0.0,,,549900.0
238,20140502T000000,98059,47.5133,-122.11,4.0,3.25,2730.0,54014.0,1.0,,,3.0,9.0,1560.0,,2007.0,,2730.0,111274.0,625000.0
825,20140610T000000,98056,47.5128,-122.189,2.0,1.5,1010.0,7719.0,,0.0,0.0,3.0,7.0,1010.0,,1981.0,0.0,1210.0,7719.0,306888.0
1033,20150501T000000,98107,47.6684,-122.365,3.0,2.5,,1194.0,2.0,0.0,0.0,3.0,8.0,1020.0,,2006.0,0.0,1450.0,1714.0,452950.0
1017,20141104T000000,98117,47.6803,-122.371,2.0,1.0,840.0,5000.0,1.0,0.0,,4.0,7.0,840.0,0.0,1908.0,0.0,1240.0,5000.0,457500.0
458,20140715T000000,98188,47.4339,-122.291,4.0,1.0,1400.0,7242.0,1.5,0.0,,,7.0,1400.0,0.0,1959.0,0.0,1310.0,7314.0,238000.0
935,20141024T000000,98075,47.595,-122.04,7.0,3.75,,21802.0,2.0,0.0,0.0,3.0,,3640.0,1460.0,2001.0,0.0,3350.0,10005.0,936000.0
536,20141006T000000,98168,47.4939,-122.297,4.0,1.75,2120.0,9706.0,1.0,0.0,0.0,3.0,7.0,1370.0,750.0,1965.0,0.0,1730.0,11337.0,293550.0
1430,20140820T000000,98008,47.6338,-122.117,4.0,2.25,1890.0,8034.0,,0.0,,4.0,8.0,,0.0,1967.0,0.0,1920.0,7210.0,521000.0
1581,20140520T000000,98125,47.7113,-122.296,4.0,2.5,2650.0,7945.0,2.0,0.0,0.0,,,2650.0,0.0,,0.0,1200.0,,699000.0
1544,20150421T000000,98011,47.7599,-122.215,3.0,2.25,1580.0,,1.0,0.0,,4.0,7.0,1220.0,360.0,1961.0,0.0,1970.0,9650.0,475000.0
1415,20141007T000000,98004,47.6316,-122.202,8.0,6.0,4340.0,9415.0,2.0,0.0,0.0,3.0,8.0,4340.0,0.0,1967.0,0.0,2050.0,9100.0,2150000.0
455,20140718T000000,98108,47.5593,-122.3,5.0,2.75,2540.0,5022.0,1.0,0.0,0.0,,8.0,1540.0,1000.0,1955.0,0.0,2510.0,5182.0,531000.0
474,20150326T000000,98166,47.4536,-122.355,,1.75,2080.0,7800.0,1.0,0.0,0.0,,7.0,1220.0,860.0,1955.0,0.0,1770.0,7860.0,365000.0
1145,20140801T000000,98011,47.7673,-122.202,4.0,,,,1.0,0.0,0.0,,7.0,,600.0,1962.0,,2390.0,11336.0,405000.0
86,20141216T000000,98032,47.3585,-122.286,,,,7280.0,2.0,0.0,0.0,4.0,8.0,2010.0,0.0,1988.0,0.0,1660.0,7579.0,324900.0
1029,20140922T000000,98117,47.6852,-122.4,4.0,2.75,4510.0,5000.0,2.5,0.0,2.0,3.0,,3270.0,1240.0,1941.0,2000.0,,5000.0,1057000.0
666,20150430T000000,98077,47.7635,-122.044,4.0,2.5,2940.0,29013.0,2.0,0.0,0.0,3.0,10.0,2940.0,0.0,1992.0,0.0,3010.0,34071.0,590000.0
118,20140818T000000,98075,47.5878,-121.969,5.0,,,13252.0,,0.0,4.0,3.0,11.0,4610.0,0.0,2004.0,0.0,4400.0,15154.0,1169000.0
1503,20141022T000000,98146,47.5027,-122.348,,1.0,1500.0,8015.0,1.0,,0.0,3.0,,1500.0,,1947.0,0.0,1130.0,8015.0,235000.0
398,20140513T000000,98133,47.7358,-122.335,5.0,2.5,3400.0,8970.0,1.0,0.0,0.0,4.0,8.0,1700.0,1700.0,1959.0,0.0,1890.0,,464000.0
1575,20141211T000000,98133,47.7315,-122.357,,1.0,1070.0,,1.0,0.0,0.0,4.0,7.0,1070.0,0.0,1951.0,0.0,1680.0,7788.0,335000.0
97,20150413T000000,98055,47.4552,-122.202,4.0,,1680.0,19405.0,1.0,0.0,0.0,4.0,7.0,1560.0,120.0,1959.0,0.0,2000.0,,275000.0
1137,20140602T000000,98075,47.5887,-122.065,3.0,2.0,1750.0,15500.0,1.0,0.0,0.0,3.0,7.0,1490.0,,1982.0,0.0,2450.0,50094.0,472500.0
210,20150109T000000,98023,47.3343,-122.362,3.0,1.0,1030.0,24750.0,1.0,0.0,2.0,3.0,5.0,1030.0,0.0,1943.0,0.0,2810.0,28800.0,249000.0
381,20150403T000000,98053,47.6385,-121.966,3.0,1.0,1500.0,10730.0,1.0,,0.0,3.0,7.0,1000.0,500.0,1977.0,0.0,1570.0,12210.0,403000.0
164,20140522T000000,98023,47.3083,-122.36,,3.0,1990.0,6180.0,,0.0,0.0,3.0,7.0,1990.0,,1990.0,0.0,1910.0,,273000.0
1519,20150416T000000,98178,47.4916,-122.224,4.0,,,7590.0,1.0,0.0,0.0,3.0,7.0,1280.0,770.0,,0.0,,7800.0,329950.0
1252,20140709T000000,98023,47.333,-122.345,3.0,1.5,1800.0,12196.0,1.0,0.0,0.0,4.0,,1800.0,0.0,1966.0,0.0,1490.0,11730.0,305000.0
759,20140624T000000,98027,47.501,-121.902,4.0,,3190.0,31450.0,2.0,0.0,0.0,3.0,9.0,3190.0,0.0,2010.0,0.0,,72745.0,790000.0
934,20140522T000000,98075,47.5937,-122.047,,2.5,2930.0,18199.0,2.0,0.0,0.0,3.0,9.0,,0.0,1998.0,,2930.0,33976.0,749000.0
829,20150218T000000,98144,47.593,-122.291,4.0,2.5,3070.0,7830.0,2.0,0.0,2.0,3.0,11.0,1970.0,1100.0,2009.0,0.0,2440.0,4682.0,1900000.0
1223,20140530T000000,98023,47.3241,-122.378,4.0,,4240.0,25639.0,2.0,0.0,3.0,3.0,,3550.0,,1989.0,0.0,3590.0,24967.0,625000.0
626,20140819T000000,98074,47.6076,-122.053,4.0,2.5,2800.0,5368.0,2.0,,0.0,3.0,8.0,2800.0,0.0,2003.0,0.0,2790.0,5368.0,676000.0
1470,20140909T000000,98027,47.5377,-122.046,4.0,3.5,2650.0,3474.0,,,0.0,3.0,8.0,2230.0,420.0,2011.0,0.0,2330.0,3474.0,665000.0
1474,20140728T000000,98006,47.5543,-122.148,5.0,,4800.0,14984.0,2.0,0.0,2.0,3.0,11.0,3480.0,1320.0,1998.0,0.0,4050.0,19009.0,1350000.0
68,20150224T000000,98168,47.4703,-122.276,3.0,,1970.0,,1.0,,0.0,3.0,7.0,1970.0,0.0,1966.0,0.0,2240.0,,406500.0
957,20141231T000000,98014,47.6802,-121.908,3.0,2.75,1840.0,68479.0,1.0,0.0,2.0,3.0,8.0,1340.0,500.0,,,2060.0,61903.0,406500.0
766,20141003T000000,98045,47.5021,-121.77,3.0,1.75,1340.0,13115.0,,0.0,,3.0,7.0,1340.0,0.0,1978.0,0.0,1370.0,10800.0,332000.0
1057,20141211T000000,98002,47.311,-122.227,,1.5,2010.0,7561.0,1.5,0.0,0.0,4.0,7.0,1890.0,120.0,1921.0,0.0,1420.0,,245000.0
193,20140829T000000,98028,47.7592,-122.23,3.0,1.5,2100.0,67269.0,1.0,0.0,,4.0,7.0,1220.0,880.0,1949.0,0.0,1610.0,15999.0,480000.0
316,20150223T000000,98178,47.495,-122.266,4.0,2.0,1880.0,7500.0,1.0,0.0,0.0,5.0,6.0,980.0,900.0,1946.0,0.0,1670.0,14350.0,212000.0
1412,20140716T000000,98144,47.5855,-122.292,3.0,2.5,2670.0,5000.0,2.0,0.0,3.0,5.0,9.0,2000.0,670.0,1942.0,1995.0,2320.0,5000.0,1165000.0
1398,20140903T000000,98055,47.4324,-122.197,3.0,,1490.0,2138.0,2.0,0.0,0.0,,7.0,1490.0,0.0,2005.0,0.0,1490.0,,237000.0
520,20140731T000000,98038,47.3706,-122.017,3.0,2.5,2060.0,4200.0,2.0,0.0,0.0,3.0,8.0,2060.0,0.0,2014.0,,2370.0,4200.0,326989.0
1235,20140522T000000,98118,47.5241,-122.285,5.0,,2420.0,4670.0,2.0,0.0,0.0,3.0,7.0,,0.0,2013.0,0.0,1430.0,4468.0,380000.0
61,20140604T000000,98168,47.4727,-122.281,2.0,,,18540.0,1.0,0.0,0.0,3.0,8.0,1500.0,0.0,1950.0,,1700.0,,170000.0
1248,20140619T000000,98022,47.1647,-121.973,4.0,2.0,2030.0,103672.0,1.0,0.0,0.0,4.0,,2030.0,0.0,1969.0,0.0,1560.0,325393.0,335000.0
675,20140922T000000,98002,47.3448,-122.217,4.0,2.5,1710.0,3500.0,,0.0,0.0,3.0,7.0,,0.0,2014.0,0.0,1710.0,3500.0,282900.0
1260,20150219T000000,98042,47.3429,-122.097,5.0,,2670.0,184140.0,1.0,,0.0,,8.0,,,1980.0,0.0,1860.0,35719.0,410000.0
1061,20141118T000000,98074,47.6037,-122.043,3.0,2.5,2540.0,,2.0,0.0,0.0,3.0,10.0,2540.0,0.0,1991.0,0.0,3190.0,71797.0,510000.0
273,20140916T000000,98168,47.5136,-122.316,2.0,1.0,680.0,6400.0,1.0,0.0,,,6.0,680.0,0.0,1943.0,0.0,1240.0,7800.0,179900.0
93,20140807T000000,98126,47.5478,-122.381,2.0,1.0,,6550.0,1.0,0.0,0.0,3.0,7.0,820.0,,1949.0,2012.0,1640.0,6550.0,370000.0
477,20141201T000000,98004,47.6332,-122.199,4.0,4.25,,9345.0,2.0,0.0,0.0,3.0,10.0,4285.0,0.0,2013.0,0.0,1570.0,8994.0,1890000.0
386,20140624T000000,98053,47.6316,-121.988,4.0,3.5,3920.0,,2.0,0.0,0.0,3.0,10.0,3920.0,0.0,1996.0,0.0,2550.0,32647.0,850000.0
